resolution_minutes,purchase_amount,override,agent_id,status,buyer_id,purchase_id,has_photo,created_at,category,return_amount,reason,refund_request_id
14,2026.20,no,agent_012,approved,buyer_0304,purchase_103199,no,2026-05-27 16:56:00,electronics,1847.60,item_not_as_described,refund_req_303199
5,211.81,no,agent_103,approved,buyer_0072,purchase_103632,yes,2026-05-07 14:28:00,home,210.59,item_not_as_described,refund_req_303632
29,23.23,no,agent_021,approved,buyer_9002,purchase_104171,yes,2026-04-11 23:10:00,books,13.71,wrong_item_received,refund_req_304171
95,1223.34,no,agent_020,declined,buyer_0308,purchase_100402,no,2026-05-24 12:06:00,Clothing,548.06,changed_mind,refund_req_300402
,51.60,no,agent_026,approved,buyer_0176,purchase_102171,no,2026-06-07 19:14:00,beauty,43.31,  allergic_reaction  ,refund_req_302171
59,1139.72,no,agent_020,approved,buyer_0588,purchase_102267,no,2026-06-04 20:26:00,sports,341.41,damaged_item,refund_req_302267
,277.61,no,agent_012,declined,buyer_0066,purchase_100165,no,2026-04-19 05:53:00,appliances,216.88,damaged_item,refund_req_300165
53,134.99,no,agent_027,approved,buyer_0154,purchase_100117,yes,2026-05-25 05:48:00,beauty,73.31,damaged_item,refund_req_300117
13,994.14,yes,agent_002,approved,buyer_0487,purchase_103811,no,2026-04-10 03:51:00,appliances,796.08,,refund_req_303811
98,506.17,yes,agent_017,approved,buyer_0581,purchase_100933,no,2026-06-16 21:52:00,luxury,263.57,item_not_as_described,refund_req_300933
54,144.33,no,agent_022,approved,buyer_0144,purchase_102063,yes,2026-04-04 09:40:00, beauty ,104.67,allergic_reaction,refund_req_302063
,214.28,no,agent_024,approved,buyer_0436,purchase_101752,yes,2026-04-10 20:52:00,clothing,156.24,wrong_size,refund_req_301752
24,1183.04,yes,agent_026,approved,buyer_0045,purchase_103941,yes,2026-04-28 14:36:00,appliances,858.92,missing_part,refund_req_303941
64,2973.89,no,agent_029,approved,buyer_0198,purchase_102233,yes,2026-05-16 20:22:00,  luxury  ,1166.42,item_not_as_described,refund_req_302233
91,210.78,no,agent_005,declined,buyer_0100,purchase_100143,no,2026-06-04 09:22:00,clothing,88.61,wrong_size,refund_req_300143
23,1846.91,yes,agent_025,approved,buyer_0228,purchase_103957,yes,2026-06-03 00:46:00,electronics,1608.49,damaged_item,refund_req_303957
80,1558.82,no,agent_012,approved,buyer_0496,purchase_102083,no,2026-06-15 03:53:00,electronics,764.71,item_not_as_described,refund_req_302083
80,390.69,no,agent_009,declined,buyer_0551,purchase_100357,no,2026-05-30 04:01:00,fashion,254.43,wrong_size,refund_req_300357
38,2810.63,no,agent_001,approved,buyer_0339,purchase_103428,yes,2026-06-04 15:08:00,luxury,2810.63,item_not_as_described,refund_req_303428
13,1608.63,no,agent_803,approved,buyer_8003,purchase_104563,no,2026-05-25 19:37:00,electronics,1287.36,not_working,refund_req_304563
32,334.02,no,agent_013,approved,buyer_0010,purchase_102249,yes,2026-04-29 01:22:00,fashion,194.71,wrong_size,refund_req_302249
92,52.26,no,agent_027,approved,buyer_0225,purchase_101066,yes,2026-06-19 00:29:00,beauty,32.46,allergic_reaction,refund_req_301066
63,1872.49,no,agent_025,approved,buyer_0007,purchase_100180,yes,2026-06-19 00:29:00,electronics,656.18,item_not_as_described,refund_req_300180
20,1268.84,yes,agent_103,approved,buyer_0342,purchase_103908,yes,2026-04-06 23:48:00,electronics,1140.77,not_working,refund_req_303908
28,438.12,no,agent_028,approved,buyer_0086,purchase_102246,yes,2026-04-13 21:16:00,sports,254.05,item_not_as_described,refund_req_302246
40,309.98,no,agent_026,approved,buyer_0238,purchase_100943,yes,2026-04-19 01:27:00,electronics,223.86,not_working,refund_req_300943
45,419.05,no,agent_007,approved,buyer_9005,purchase_104294,yes,2026-06-01 14:32:00,home,237.01,item_not_as_described,refund_req_304294
57,1182.35,no,agent_016,approved,buyer_0208,purchase_102101,yes,2026-05-26 04:41:00,appliances,459.51,not_working,refund_req_302101
42,85.64,no,agent_023, approved ,buyer_0152,purchase_102665,yes,2026-04-02 01:47:00,clothing,70.62,item_not_as_described,refund_req_302665
23,259.63,no,agent_029,approved,buyer_0555,purchase_102570,yes,2026-06-14 00:49:00,sports,157.07,damaged_item,refund_req_302570
70,269.02,no,agent_026,declined,buyer_0435,purchase_100518,yes,2026-05-13 10:15:00,  home  ,199.90,missing_part,refund_req_300518
59,752.86,no,agent_029,declined,buyer_0167,purchase_102310,yes,2026-05-13 20:32:00,electronics,594.59,damaged_item,refund_req_302310
66,1383.46,no,agent_001,declined,buyer_0361,purchase_100035,no,2026-04-30 00:39:00,luxury,1078.50,damaged_item,refund_req_300035
71,948.94,no,agent_018,declined,buyer_0409,purchase_100405,no,2026-05-22 06:15:00,electronics,457.79,item_not_as_described,refund_req_300405
11,643.08,no,agent_802,approved,buyer_8002,purchase_104691,yes,2026-04-13 16:56:00,Fashion,609.04,changed_mind,refund_req_304691
32,1440.49,yes,agent_011,approved,buyer_0036,purchase_104027,no,2026-04-27 11:43:00,electronics,981.93,item_not_as_described,refund_req_304027
43,274.14,no,agent_010,approved,buyer_0562,purchase_101203,no,2026-04-13 17:11:00,home,84.75,item_not_as_described,refund_req_301203
41,1959.88,no,agent_014,approved,buyer_0116,purchase_101839,,2026-06-11 09:07:00,electronics,882.28,item_not_as_described,refund_req_301839
18,1541.61,yes,agent_001,approved,buyer_0235,purchase_103833,no,2026-05-07 03:22:00,luxury,1005.69,item_not_as_described,refund_req_303833
41,119.05,no,agent_010,approved,buyer_0400,purchase_100481,yes,2026-04-25 08:51:00,beauty,51.61,changed_mind,refund_req_300481
3,1603.10,no,agent_103,approved,buyer_0333,purchase_103724,yes,2026-04-03 11:56:00,electronics,853.49,missing_accessory,refund_req_303724
86,1501.09,no,agent_005,declined,buyer_0361,purchase_101490,yes,2026-05-27 16:44:00,electronics,693.70,missing_accessory,refund_req_301490
75,347.17,no,agent_022,approved,buyer_0450,purchase_102810,,2026-06-12 10:41:00,sports,215.75,item_not_as_described,refund_req_302810
3,198.74,no,agent_103,approved,buyer_0492,purchase_103804,yes,2026-05-19 13:47:00,sports,193.02,damaged_item,refund_req_303804
2,716.89,no,agent_103,approved,buyer_0061,purchase_103708,no,2026-05-15 11:01:00,appliances,590.38,,refund_req_303708
36,100.32,no,agent_003,approved,buyer_0294,purchase_101958,yes,2026-06-15 16:42:00,fashion,71.43,  changed_mind  ,refund_req_301958
,2381.21,no,agent_015,approved,buyer_0323,purchase_102975,no,2026-05-06 01:36:00,luxury,1801.85,item_not_as_described,refund_req_302975
58,1103.17,no,agent_013,approved,buyer_0177,purchase_101798,yes,2026-05-11 20:44:00,home,505.95,damaged_item,refund_req_301798
19,1514.68,yes,agent_011,approved,buyer_0183,purchase_103207,no,2026-06-05 06:55:00,luxury,1310.88,item_not_as_described,refund_req_303207
23,132.39,no,agent_801,approved,buyer_8001,purchase_104717,,2026-06-20 21:32:00,sports,125.28,item_not_as_described,refund_req_304717
,720.55,no,agent_103,approved,buyer_0483,purchase_103563,yes,2026-04-13 21:15:00,appliances,668.14,not_working,refund_req_303563
37,135.07,no,agent_026,approved,buyer_0110,purchase_101117,yes,2026-04-02 19:38:00,home,32.72,damaged_item,refund_req_301117
105,345.40,no,agent_030,approved,buyer_0093,purchase_101934,yes,2026-05-10 22:08:00,fashion,135.29,changed_mind,refund_req_301934
54,133.43,no,agent_019,Approved,buyer_0562,purchase_101492,yes,2026-05-11 15:46:00,  beauty  ,48.49,allergic_reaction,refund_req_301492
,98.29,no,agent_029,approved,buyer_9006,purchase_104311,no,2026-05-01 02:28:00,clothing,49.20,changed_mind,refund_req_304311
79,374.56,no,agent_006,approved,buyer_0297,purchase_100156,no,2026-06-10 01:53:00,luxury,213.19,changed_mind,refund_req_300156
7,928.14,no,agent_703,APPROVED,buyer_0252,purchase_104469,no,2026-05-15 14:44:00,appliances,898.40,missing_part,refund_req_304469
16,1081.84,no,agent_017,approved,buyer_0114,purchase_103087,no,2026-05-20 05:18:00,appliances,941.23,not_working,refund_req_303087
5,61.81,no,agent_703, approved ,buyer_0301,purchase_104541,yes,2026-05-20 04:06:00,sports,58.75,damaged_item,refund_req_304541
,2861.58,yes,agent_023,approved,buyer_0484,purchase_103914,no,2026-05-15 07:21:00,luxury,1907.93,,refund_req_303914
98,163.29,no,agent_015,approved,buyer_0582,purchase_100826,yes,2026-05-07 04:44:00, beauty ,92.27,changed_mind,refund_req_300826
63,77.40,no,agent_015,approved,buyer_9001,purchase_104170,no,2026-04-13 10:14:00,clothing,51.90,wrong_size,refund_req_304170
14,1907.27,yes,agent_018,approved,buyer_0022,purchase_103868,yes,2026-06-20 18:35:00,electronics,1360.32,missing_accessory,refund_req_303868
67,171.68,no,agent_005,declined,buyer_0547,purchase_102008,no,2026-05-27 00:15:00, clothing ,69.72,wrong_size,refund_req_302008
9,47.25,no,agent_701,approved,buyer_0465,purchase_104413,yes,2026-06-20 08:25:00,beauty,26.95,changed_mind,refund_req_304413
3,1230.02,yes,agent_902,approved,buyer_9905,purchase_104813,no,2026-05-29 03:22:00,appliances,1152.86,damaged_item,refund_req_304813
8,128.40,no,agent_701,approved,buyer_0044,purchase_104335,,2026-06-10 13:11:00,beauty,69.37,changed_mind,refund_req_304335
40,1871.11,no,agent_009,approved,buyer_0089,purchase_101487,no,2026-06-13 01:48:00,luxury,754.00,item_not_as_described,refund_req_301487
18,110.79,no,agent_801,  approved  ,buyer_8001,purchase_104663,yes,2026-04-08 15:10:00,sports,74.81,damaged_item,refund_req_304663
21,67.37,no,agent_703,APPROVED,buyer_0525,purchase_104550,yes,2026-06-14 04:00:00,clothing,53.83,item_not_as_described,refund_req_304550
76,93.14,no,agent_007,approved,buyer_0288,purchase_100822,yes,2026-05-26 23:13:00,home,66.65,damaged_item,refund_req_300822
9,339.04,no,agent_701,Approved,buyer_0063,purchase_104320,no,2026-06-06 19:23:00,home,183.52,item_not_as_described,refund_req_304320
14,1667.08,yes,agent_027,  approved  ,buyer_0249,purchase_103843,yes,2026-06-20 18:15:00,electronics,1509.03,damaged_item,refund_req_303843
4,525.67,no,agent_703,approved,buyer_0200,purchase_104526,yes,2026-04-25 14:53:00,home,521.54,missing_part,refund_req_304526
13,854.18,no,agent_777,approved,buyer_702,purchase_1033,no,2026-06-11 09:37:00,home,492.36,damaged_item,refund_req_3033
87,726.96,yes,agent_013,approved,buyer_0390,purchase_101095,yes,2026-04-09 16:23:00,electronics,175.47,item_not_as_described,refund_req_301095
60,2014.96,no,agent_019,approved,buyer_0318,purchase_100948,yes,2026-06-01 21:35:00,electronics,1602.45,missing_accessory,refund_req_300948
57,946.93,no,agent_019,approved,buyer_0524,purchase_102543,yes,2026-05-02 20:08:00,beauty,633.37,damaged_item,refund_req_302543
30,36.79,no,agent_029,approved,buyer_0456,purchase_101546,yes,2026-05-06 10:06:00,beauty,17.64,allergic_reaction,refund_req_301546
7,1603.74,no,agent_703,approved,buyer_0505,purchase_104364,yes,2026-05-09 01:27:00,appliances,770.84,damaged_item,refund_req_304364
48,29.36,no,agent_022,declined,buyer_0545,purchase_102734,no,2026-05-10 02:02:00,clothing,24.89,wrong_size,refund_req_302734
73,50.26,no,agent_029,approved,buyer_0401,purchase_100478,yes,2026-04-10 02:26:00,Books,40.76,changed_mind,refund_req_300478
27,902.65,yes,agent_022,approved,buyer_0412,purchase_103421,no,2026-06-07 13:52:00,fashion,902.65,item_not_as_described,refund_req_303421
44,2098.67,no,agent_007,approved,buyer_0126,purchase_103182,no,2026-05-06 11:04:00,luxury,1896.64,damaged_item,refund_req_303182
16,2172.08,no,agent_019,approved,buyer_0588,purchase_103385,yes,2026-06-01 16:14:00,electronics,2172.08,,refund_req_303385
47,502.96,no,agent_007,approved,buyer_0257,purchase_100383,yes,2026-04-26 23:43:00,home,140.46, missing_part ,refund_req_300383
58,329.56,no,agent_001,DECLINED,buyer_0216,purchase_100364,yes,2026-06-18 19:42:00,electronics,143.37, missing_accessory ,refund_req_300364
72,398.06,no,agent_028,approved,buyer_0590,purchase_102926,,2026-04-03 08:14:00,fashion,174.68,changed_mind,refund_req_302926
2,243.84,no,agent_103,approved,buyer_0050,purchase_103630,no,2026-05-23 09:32:00,home,225.65,missing_part,refund_req_303630
103,599.66,no,agent_015,approved,buyer_0052,purchase_100031,yes,2026-05-11 23:06:00,fashion,167.24,item_not_as_described,refund_req_300031
19,1098.96,no,agent_024,approved,buyer_0324,purchase_103169,no,2026-05-16 23:08:00,luxury,945.97,item_not_as_described,refund_req_303169
125,235.70,no,agent_023,declined,buyer_0534,purchase_102766,no,2026-05-13 07:03:00,sports,84.62,damaged_item,refund_req_302766
87,51.98,no,agent_015,approved,buyer_0160,purchase_102015,yes,2026-04-04 06:38:00,clothing,32.47,changed_mind,refund_req_302015
53,1207.74,no,agent_007,approved,buyer_0443,purchase_102531,yes,2026-05-26 02:29:00,electronics,1011.01,item_not_as_described,refund_req_302531
43,1855.69,no,agent_030,approved,buyer_0311,purchase_103394,yes,2026-04-16 22:36:00,electronics,1855.69,damaged_item,refund_req_303394
,1275.22,no,agent_027,approved,buyer_0572,purchase_102447,,2026-04-09 08:38:00,appliances,262.71,damaged_item,refund_req_302447
79,239.31,no,agent_019,declined,buyer_0062,purchase_101731,,2026-06-01 18:17:00,home,53.54,item_not_as_described,refund_req_301731
21,1307.60,yes,agent_101,approved,buyer_0538,purchase_103852,no,2026-05-15 01:14:00,appliances,1176.93,damaged_item,refund_req_303852
4,165.17,yes,agent_102,approved,buyer_0086,purchase_103666,yes,2026-05-17 06:43:00,clothing,85.58,wrong_size,refund_req_303666
107,1589.85,no,agent_016,declined,buyer_0269,purchase_100469,no,2026-04-06 11:19:00,  appliances  ,330.23,missing_part,refund_req_300469
50,238.41,no,agent_026,declined,buyer_0034,purchase_102735,yes,2026-06-06 20:15:00,clothing,56.35,changed_mind,refund_req_302735
58,1687.86,no,agent_001,approved,buyer_0198,purchase_101181,no,2026-06-19 01:23:00,appliances,766.30,missing_part,refund_req_301181
34,191.26,no,agent_003,APPROVED,buyer_0562,purchase_100677,yes,2026-06-17 11:25:00,clothing,92.67,wrong_size,refund_req_300677
35,1163.28,yes,agent_028,approved,buyer_0433,purchase_103907,no,2026-06-05 10:53:00,luxury,1157.35,damaged_item,refund_req_303907
27,1545.57,no,agent_019,approved,buyer_0127,purchase_103091,no,2026-06-05 00:17:00,appliances,1100.35,missing_part,refund_req_303091
17,1971.05,no,agent_001,APPROVED,buyer_0171,purchase_103178,,2026-05-30 11:01:00,electronics,1322.35,missing_accessory,refund_req_303178
3,1363.81,yes,agent_901,approved,buyer_9901,purchase_104916,no,2026-06-17 08:30:00,appliances,1299.91,missing_part,refund_req_304916
6,1777.59,yes,agent_901,approved,buyer_9903,purchase_104920,no,2026-05-29 18:07:00,electronics,1680.02,item_not_as_described,refund_req_304920
64,227.31,no,agent_005,approved,buyer_0118,purchase_101583,yes,2026-05-14 03:52:00,clothing,94.71,item_not_as_described,refund_req_301583
15,1258.15,no,agent_701,approved,buyer_0337,purchase_104374,no,2026-04-17 04:41:00,electronics,634.66,not_working,refund_req_304374
107,2284.39,no,agent_030,approved,buyer_0449,purchase_102541,no,2026-06-16 07:07:00,luxury,1085.33, changed_mind ,refund_req_302541
3,61.17,no,agent_103,approved,buyer_0461,purchase_103687,yes,2026-05-13 05:08:00,books,37.88,changed_mind,refund_req_303687
3,1538.14,yes,agent_902,approved,buyer_9904,purchase_104861,no,2026-04-15 08:13:00,electronics,1550.03,missing_accessory,refund_req_304861
,1849.86,no,agent_004,approved,buyer_0372,purchase_100004,no,2026-04-10 02:10:00,electronics,739.73,not_working,refund_req_300004
68,1375.30,no,agent_014,approved,buyer_0585,purchase_102133,no,2026-06-03 10:01:00,electronics,660.79,missing_accessory,refund_req_302133
11,645.14,no,agent_801,approved,buyer_8001,purchase_104618,no,2026-04-02 04:53:00,fashion,627.54,wrong_size,refund_req_304618
55,52.56,no,agent_004,declined,buyer_0241,purchase_100080,no,2026-05-25 06:21:00,clothing,26.01,  item_not_as_described  ,refund_req_300080
17,1895.65,no,agent_015,approved,buyer_0513,purchase_103452,yes,2026-05-19 06:58:00,electronics,1895.65,not_working,refund_req_303452
57,87.13,no,agent_003,  approved  ,buyer_0335,purchase_102762,yes,2026-06-14 08:22:00,beauty,35.04, allergic_reaction ,refund_req_302762
13,330.98,no,agent_703,approved,buyer_0426,purchase_104475,no,2026-06-18 05:39:00,home,323.69,missing_part,refund_req_304475
63,1341.16,yes,agent_002,declined,buyer_0342,purchase_100717,yes,2026-06-02 21:22:00,appliances,1007.54,missing_part,refund_req_300717
17,381.38,no,agent_801,approved,buyer_8001,purchase_104606,no,2026-04-07 16:57:00,fashion,257.78,wrong_size,refund_req_304606
78,51.61,no,agent_007,declined,buyer_0028,purchase_101307,yes,2026-04-02 16:20:00,home,13.90,damaged_item,refund_req_301307
39,1344.11,yes,agent_027,approved,buyer_0480,purchase_103066,no,2026-05-12 10:47:00,Luxury,951.01,changed_mind,refund_req_303066
13,76.05,no,agent_801,approved,buyer_8001,purchase_104636,no,2026-04-03 02:00:00,sports,64.93,damaged_item,refund_req_304636
76,59.81,no,agent_005,approved,buyer_0464,purchase_102388,yes,2026-04-05 20:42:00,books,14.13,wrong_item_received,refund_req_302388
12,1200.37,no,agent_029,approved,buyer_0306,purchase_103334,yes,2026-06-14 18:52:00,appliances,1200.37,damaged_item,refund_req_303334
53,1258.88,no,agent_010,approved,buyer_0106,purchase_102225,no,2026-05-16 10:48:00,sports,966.75,item_not_as_described,refund_req_302225
54,90.61,no,agent_028,approved,buyer_0047,purchase_102858,,2026-05-14 20:30:00,clothing,41.39,wrong_size,refund_req_302858
38,271.40,yes,agent_024,approved,buyer_0577,purchase_102967,,2026-05-31 05:28:00,home,70.67,item_not_as_described,refund_req_302967
71,53.73,no,agent_018,approved,buyer_0399,purchase_100982,yes,2026-04-28 02:10:00,books,22.72,wrong_item_received,refund_req_300982
24,496.49,no,agent_801,approved,buyer_8001,purchase_104630,no,2026-04-15 01:58:00,electronics,373.60,missing_accessory,refund_req_304630
65,1483.32,no,agent_006,approved,buyer_0501,purchase_102696,yes,2026-04-10 15:07:00,luxury,771.39,changed_mind,refund_req_302696
80,1463.89,no,agent_026,approved,buyer_0466,purchase_100850,yes,2026-04-21 01:51:00,appliances,622.96, missing_part ,refund_req_300850
63,30.14,no,agent_008,declined,buyer_0383,purchase_102497,yes,2026-06-12 07:14:00,books,22.45,,refund_req_302497
73,113.23,no,agent_005,  declined  ,buyer_0018,purchase_101840,yes,2026-05-06 17:11:00,fashion,26.83,changed_mind,refund_req_301840
86,1159.16,no,agent_028,approved,buyer_0202,purchase_102798,yes,2026-06-03 09:41:00,ELECTRONICS,537.90,item_not_as_described,refund_req_302798
22,2056.88,no,agent_015,approved,buyer_9008,purchase_104129,no,2026-05-31 04:34:00,luxury,1066.49,item_not_as_described,refund_req_304129
28,1472.69,yes,agent_027,approved,buyer_0495,purchase_103257,yes,2026-05-20 23:57:00,luxury,1472.69,item_not_as_described,refund_req_303257
34,1543.80,yes,agent_014,approved,buyer_0401,purchase_104022,no,2026-05-29 21:04:00,appliances,1229.28,missing_part,refund_req_304022
8,1316.22,yes,agent_028,approved,buyer_0231,purchase_104077,no,2026-05-08 15:31:00,electronics,1247.28,damaged_item,refund_req_304077
53,1231.78,no,agent_029,approved,buyer_0265,purchase_103282,no,2026-05-16 03:19:00,fashion,1231.78,wrong_size,refund_req_303282
82,1399.14,no,agent_025,approved,buyer_0413,purchase_100581,yes,2026-05-11 07:22:00,appliances,874.66,damaged_item,refund_req_300581
15,54.95,no,agent_016,approved,buyer_9004,purchase_104221,no,2026-05-02 11:38:00,clothing,36.06,changed_mind,refund_req_304221
69,1530.03,no,agent_018,approved,buyer_0236,purchase_100098,no,2026-04-10 18:41:00,appliances,1107.79,not_working,refund_req_300098
54,26.18,no,agent_018,approved,buyer_9008,purchase_104097,no,2026-06-19 23:25:00,clothing,20.88,item_not_as_described,refund_req_304097
71,1365.35,no,agent_015,approved,buyer_0018,purchase_100046,yes,2026-05-26 02:47:00,  luxury  ,887.02,changed_mind,refund_req_300046
37,149.24,no,agent_003,declined,buyer_0539,purchase_101373,yes,2026-04-17 14:49:00,beauty,98.49,allergic_reaction,refund_req_301373
49,66.39,no,agent_026,declined,buyer_0465,purchase_101536,no,2026-05-17 16:11:00,books,44.37,changed_mind,refund_req_301536
40,55.37,no,agent_018,declined,buyer_0041,purchase_101177,yes,2026-04-16 01:54:00,clothing,15.87,wrong_size,refund_req_301177
5,236.19,yes,agent_101,approved,buyer_0152,purchase_103547,yes,2026-05-29 12:11:00,fashion,150.47,changed_mind,refund_req_303547
72,43.08,yes,agent_018,declined,buyer_0275,purchase_102077,yes,2026-05-14 14:58:00,books,22.19,wrong_item_received,refund_req_302077
56,480.64,no,agent_011,approved,buyer_0021,purchase_100955,yes,2026-04-25 12:31:00,home,164.09, item_not_as_described ,refund_req_300955
,36.11,no,agent_028,declined,buyer_0446,purchase_102587,,2026-05-28 14:59:00,books,18.97,changed_mind,refund_req_302587
2,445.86,no,agent_103,approved,buyer_0275,purchase_103801,yes,2026-06-18 14:58:00,luxury,394.89,damaged_item,refund_req_303801
3,1659.99,no,agent_102,approved,buyer_0353,purchase_103735,yes,2026-06-20 06:06:00,electronics,1447.54,damaged_item,refund_req_303735
49,212.24,no,agent_025, DECLINED ,buyer_0195,purchase_101327,yes,2026-06-09 13:05:00,home,88.92,damaged_item,refund_req_301327
50,93.15,no,agent_014,declined,buyer_0085,purchase_102392,no,2026-04-02 12:56:00,beauty,55.65,damaged_item,refund_req_302392
46,1253.66,no,agent_029,approved,buyer_0164,purchase_102956,no,2026-04-03 04:29:00, sports ,681.98,wrong_size,refund_req_302956
75,1856.99,no,agent_002,declined,buyer_0371,purchase_101562,no,2026-04-10 10:38:00, luxury ,1336.17,changed_mind,refund_req_301562
44,405.78,no,agent_024,approved,buyer_0185,purchase_100766,yes,2026-04-10 22:33:00,luxury,124.13,damaged_item,refund_req_300766
45,365.26,no,agent_019,approved,buyer_0364,purchase_101424,yes,2026-06-04 02:50:00,electronics,287.85,not_working,refund_req_301424
81,24.85,no,agent_025,approved,buyer_0183,purchase_102230,yes,2026-04-06 09:53:00,books,18.76, changed_mind ,refund_req_302230
76,41.50,no,agent_021,approved,buyer_0073,purchase_100695,yes,2026-05-16 01:23:00,sports,33.16,wrong_size,refund_req_300695
70,164.62,no,agent_007,approved,buyer_0294,purchase_101990,yes,2026-06-08 13:01:00,sports,113.08,damaged_item,refund_req_301990
66,126.98,no,agent_002,declined,buyer_0196,purchase_100756,,2026-06-08 13:14:00,clothing,33.54,changed_mind,refund_req_300756
1,1241.37,yes,agent_902,approved,buyer_9905,purchase_104797,,2026-05-01 18:26:00,luxury,1098.48,damaged_item,refund_req_304797
1,256.01,yes,agent_101,  approved  ,buyer_0124,purchase_103626,yes,2026-05-16 11:09:00,clothing,207.67,item_not_as_described,refund_req_303626
5,112.17,no,agent_103,approved,buyer_0200,purchase_103694,,2026-05-09 20:21:00, beauty ,80.46,damaged_item,refund_req_303694
38,281.72,no,agent_030,approved,buyer_0008,purchase_102022,yes,2026-06-16 23:51:00, home ,77.89,missing_part,refund_req_302022
56,20.73,no,agent_019,Approved,buyer_0487,purchase_102262,yes,2026-05-11 06:37:00,books,16.57,changed_mind,refund_req_302262
5,1916.37,yes,agent_901,  approved  ,buyer_9901,purchase_104800,no,2026-05-21 23:13:00,electronics,1896.81,not_working,refund_req_304800
73,385.23,no,agent_019,  approved  ,buyer_0329,purchase_100893,yes,2026-06-11 15:26:00,sports,188.18,wrong_size,refund_req_300893
4,1608.19,yes,agent_902,approved,buyer_9904,purchase_104849,no,2026-05-28 22:50:00,electronics,1452.35,missing_accessory,refund_req_304849
25,301.19,no,agent_801,approved,buyer_8001,purchase_104741,,2026-05-20 04:12:00,sports,272.54,wrong_size,refund_req_304741
21,914.28,no,agent_028,Approved,buyer_0103,purchase_103063,no,2026-06-17 17:18:00,appliances,648.37,not_working,refund_req_303063
100,1110.75,no,agent_002,declined,buyer_0059,purchase_100104,yes,2026-06-15 02:55:00,luxury,687.59,damaged_item,refund_req_300104
50,23.78,no,agent_010,declined,buyer_0470,purchase_102818,no,2026-05-09 19:24:00,beauty,6.19,changed_mind,refund_req_302818
94,2211.43,no,agent_004,declined,buyer_0576,purchase_101828,no,2026-04-02 02:13:00,luxury,1830.52,item_not_as_described,refund_req_301828
97,13.65,no,agent_030,approved,buyer_0465,purchase_100344,yes,2026-05-24 13:06:00,books,6.09,changed_mind,refund_req_300344
4,1212.99,yes,agent_901,approved,buyer_9901,purchase_104794,,2026-06-10 13:57:00,electronics,1179.43,missing_accessory,refund_req_304794
25,298.40,no,agent_702,approved,buyer_0057,purchase_104399,yes,2026-04-18 07:10:00,home,145.63,missing_part,refund_req_304399
7,2043.60,yes,agent_011,approved,buyer_0272,purchase_104053,yes,2026-06-16 00:40:00,luxury,1809.05,damaged_item,refund_req_304053
4,155.87,no,agent_102,approved,buyer_0316,purchase_103537,yes,2026-04-11 00:58:00,clothing,124.83,,refund_req_303537
59,1503.73,no,agent_012,approved,buyer_0190,purchase_102127,,2026-04-16 07:37:00,appliances,446.37,not_working,refund_req_302127
63,689.87,no,agent_030, approved ,buyer_0370,purchase_100273,no,2026-05-19 00:41:00,ELECTRONICS,507.25,  not_working  ,refund_req_300273
89,1785.75,no,agent_002,approved,buyer_0587,purchase_102300,no,2026-04-20 04:36:00,luxury,1129.05,item_not_as_described,refund_req_302300
,26.24,no,agent_001,approved,buyer_9003,purchase_104172,yes,2026-04-15 15:09:00,clothing,19.11,item_not_as_described,refund_req_304172
75,1130.87,no,agent_025,approved,buyer_0551,purchase_100666,yes,2026-06-18 04:44:00,appliances,643.38,damaged_item,refund_req_300666
25,1033.01,no,agent_803,approved,buyer_8003,purchase_104689,no,2026-04-19 23:44:00,electronics,647.24,not_working,refund_req_304689
75,90.07,no,agent_008,approved,buyer_0137,purchase_100161,no,2026-04-28 16:26:00,beauty,75.91,damaged_item,refund_req_300161
,1082.40,no,agent_012,approved,buyer_0259,purchase_103305,yes,2026-04-15 06:28:00,fashion,1082.40, changed_mind ,refund_req_303305
73,499.35,no,agent_028,approved,buyer_0278,purchase_101915,yes,2026-04-26 07:09:00,fashion,205.22,changed_mind,refund_req_301915
22,1065.95,yes,agent_777,approved,buyer_700,purchase_1031,no,2026-06-11 09:03:00,appliances,881.61,damaged_item,refund_req_3031
42,317.47,yes,agent_030,approved,buyer_0413,purchase_101625,no,2026-04-25 13:17:00,fashion,114.64,wrong_size,refund_req_301625
21,573.06,no,agent_006,approved,buyer_9006,purchase_104295,no,2026-04-14 23:29:00,fashion,482.08,wrong_size,refund_req_304295
,518.47,no,agent_008,approved,buyer_0317,purchase_100112,yes,2026-05-07 21:02:00,fashion,408.34,item_not_as_described,refund_req_300112
10,2070.51,yes,agent_007,approved,buyer_0143,purchase_103054,no,2026-04-01 16:40:00,electronics,1473.06,damaged_item,refund_req_303054
86,52.27,no,agent_012,approved,buyer_0152,purchase_100512,no,2026-04-19 23:38:00,books,15.98,,refund_req_300512
125,34.75,no,agent_015,approved,buyer_0246,purchase_102309,no,2026-05-15 12:10:00,books,8.86,damaged_item,refund_req_302309
66,61.55,no,agent_003,approved,buyer_0063,purchase_101295,no,2026-04-01 16:55:00,Home,17.21,damaged_item,refund_req_301295
53,405.83,no,agent_022,declined,buyer_0123,purchase_102722,,2026-04-26 00:47:00,fashion,144.25,wrong_size,refund_req_302722
65,798.10,no,agent_030,approved,buyer_9003,purchase_104212,no,2026-05-02 14:22:00,appliances,790.81,missing_part,refund_req_304212
