order_amount,agent_id,customer_id,override,decision_time_minutes,order_id,created_at,category,evidence,return_id,return_amount,decision,reason
"1.260,52",agent_020,buyer_0347,0,83,purchase_101871,24.05.2026 12:30,home,1,refund_req_301871,"483,55",approve,damaged_item
"1.631,96",agent_016,buyer_0112,1,20,purchase_104028,13.05.2026 03:53, luxury ,0,refund_req_304028,"1.585,55",approve,item_not_as_described
"1.263,40",agent_801,buyer_8001,0,22,purchase_104738,23.05.2026 16:30,electronics,0,refund_req_304738,"1.139,48",approve,not_working
"1.712,88",agent_017,buyer_0134,0,44,purchase_103324,01.06.2026 19:00,appliances,0,refund_req_303324,"1.712,88",approve,damaged_item
"2.104,37",agent_020,buyer_0551,1,,purchase_104026,19.05.2026 03:17,electronics,0,refund_req_304026,"1.825,35",approve,item_not_as_described
"1.798,38",agent_025,buyer_0201,0,46,purchase_100235,02.04.2026 19:26,luxury,0,refund_req_300235,"1.290,13",approve,item_not_as_described
"1.284,61",agent_011,buyer_0528,0,14,purchase_103516,18.05.2026 22:32,fashion,0,refund_req_303516,"1.284,61",approve,changed_mind
"157,97",agent_027,buyer_0187,0,91,purchase_101341,03.06.2026 07:26,fashion,1,refund_req_301341,"84,93",reject,item_not_as_described
"1.156,39",agent_803,buyer_8003,0,6,purchase_104722,09.05.2026 04:34,fashion,1,refund_req_304722,"886,74",Approve, changed_mind 
"150,37",agent_003,buyer_0343,0,40,purchase_101676,13.04.2026 20:57,beauty,1,refund_req_301676,"53,47",approve,
"155,08",agent_007,buyer_0143,0,79,purchase_100769,06.05.2026 05:25,clothing,1,refund_req_300769,"75,80",approve,wrong_size
"68,54",agent_702,buyer_0579,0,21,purchase_104504,27.04.2026 11:23,books,1,refund_req_304504,"48,72",approve,
"81,72",agent_007,buyer_0335,0,47,purchase_102675,02.05.2026 16:35,books,1,refund_req_302675,"67,87",approve,changed_mind
"1.102,10",agent_028,buyer_9008,0,56,purchase_104209,06.04.2026 04:26,luxury,0,refund_req_304209,"1.020,00",approve,damaged_item
"576,27",agent_026,buyer_0383,0,75,purchase_102193,25.05.2026 17:40,fashion,0,refund_req_302193,"460,30",reject,wrong_size
"953,49",agent_005,buyer_0189,0,100,purchase_102441,04.05.2026 06:59,books,1,refund_req_302441,"230,40",approve,damaged_item
"969,17",agent_019,buyer_0251,1,24,purchase_103982,17.04.2026 22:11,luxury,0,refund_req_303982,"865,55",approve,changed_mind
"1.881,80",agent_018,buyer_0247,0,35,purchase_102989,24.05.2026 21:34,luxury,0,refund_req_302989,"1.255,82",approve,changed_mind
"341,17",agent_002,buyer_0137,0,75,purchase_100746,16.04.2026 22:22,sports,1,refund_req_300746,"268,04",approve,damaged_item
"71,99",agent_101,buyer_0165,0,5,purchase_103557,21.06.2026 07:44,books,0,refund_req_303557,"60,68",approve,damaged_item
"1.294,05",agent_004,buyer_0173,0,44,purchase_101077,23.04.2026 14:26,books,1,refund_req_301077,"269,39",approve,changed_mind
"1.224,28",agent_012,buyer_0046,0,74,purchase_101881,16.04.2026 08:22,electronics,1,refund_req_301881,"755,01",approve,not_working
"1.810,75",agent_005,buyer_0241,0,54,purchase_102912,29.05.2026 20:18,electronics,,refund_req_302912,"1.316,32",reject,item_not_as_described
"359,75",agent_026,buyer_0115,0,66,purchase_101698,03.05.2026 18:27,appliances,0,refund_req_301698,"111,04",reject,damaged_item
"977,89",agent_007,buyer_0144,0,61,purchase_102647,07.04.2026 06:43,beauty,1,refund_req_302647,"562,01",approve,changed_mind
"594,91",agent_002,buyer_0254,0,84,purchase_100106,16.06.2026 09:47,home,1,refund_req_300106,"321,63",approve,missing_part
"1.072,66",agent_702,buyer_0478,0,30,purchase_104375,05.04.2026 07:16,Electronics,0,refund_req_304375,"966,41",approve,not_working
"2.001,63",agent_030,buyer_9006,0,31,purchase_104087,02.04.2026 15:24, electronics ,1,refund_req_304087,"1.686,43",approve,damaged_item
"65,87",agent_007,buyer_0348,0,53,purchase_102535,23.04.2026 02:47,books,1,refund_req_302535,"33,29",APPROVE,damaged_item
"1.053,07",agent_009,buyer_0509,0,66,purchase_102708,16.06.2026 21:26,sports,1,refund_req_302708,"313,55",approve,damaged_item
"61,43",agent_016,buyer_0157,0,79,purchase_101859,02.06.2026 16:47,books,1,refund_req_301859,"41,54",reject,wrong_item_received
"311,37",agent_802,buyer_8002,1,18,purchase_104601,27.04.2026 22:02,Sports,0,refund_req_304601,"241,04",approve,damaged_item
"291,37",agent_029,buyer_0527,1,61,purchase_102493,19.04.2026 01:29,home,1,refund_req_302493,"232,76",approve,item_not_as_described
"112,28",agent_024,buyer_0496,0,58,purchase_100048,23.04.2026 18:19,beauty,0,refund_req_300048,"77,94",approve,allergic_reaction
"132,93",agent_001,buyer_0531,0,33,purchase_100820,17.04.2026 17:08,fashion,1,refund_req_300820,"101,49",approve,
"94,55",agent_803,buyer_8003,1,24,purchase_104581,13.06.2026 22:56,beauty,0,refund_req_304581,"76,88",approve,allergic_reaction
"949,56",agent_011,buyer_0115,0,21,purchase_103508,18.04.2026 20:49,fashion,0,refund_req_303508,"949,56",Approve,changed_mind
"548,88",agent_005,buyer_0093,0,77,purchase_100294,04.05.2026 23:50,luxury,0,refund_req_300294,"367,93",reject,changed_mind
"2.601,75",agent_028,buyer_0039,1,25,purchase_103280,09.04.2026 11:19,luxury,1,refund_req_303280,"2.601,75",approve,damaged_item
"254,40",agent_028,buyer_0104,0,72,purchase_100110,20.04.2026 13:32,sports,1,refund_req_300110,"173,02",approve,item_not_as_described
"1.895,28",agent_015,buyer_0547,1,,purchase_103891,19.04.2026 21:59,electronics,1,refund_req_303891,"1.492,18",approve,not_working
"192,19",agent_002,buyer_0239,1,115,purchase_102612,10.05.2026 12:51, clothing ,0,refund_req_302612,"141,44",reject,wrong_size
"373,75",agent_010,buyer_0571,0,78,purchase_101096,22.04.2026 18:58,fashion,1,refund_req_301096,"151,90",approve,  item_not_as_described  
"775,46",agent_013,buyer_0380,0,41,purchase_101497,18.04.2026 14:13,electronics,0,refund_req_301497,"618,78",approve,damaged_item
"2.086,63",agent_023,buyer_0233,0,98,purchase_101744,20.04.2026 12:25,ELECTRONICS,0,refund_req_301744,"560,80",approve,not_working
"1.095,29",agent_022,buyer_9007,0,37,purchase_104304,08.05.2026 21:10,appliances,1,refund_req_304304,"830,94",approve,damaged_item
"247,64",agent_008,buyer_0167,0,76,purchase_101222,26.05.2026 13:15,clothing,0,refund_req_301222,"156,23",reject,wrong_size
"83,60",agent_103,buyer_0110,0,5,purchase_103652,08.06.2026 00:56,books,1,refund_req_303652,"51,88",approve,wrong_item_received
"1.769,25",agent_901,buyer_9903,1,5,purchase_104950,06.04.2026 20:55,electronics,0,refund_req_304950,"1.597,06",approve,not_working
"91,13",agent_703,buyer_0359,0,9,purchase_104499,13.05.2026 22:47,fashion,0,refund_req_304499,"39,54",approve,changed_mind
"1.126,53",agent_004,buyer_0352,0,60,purchase_100819,17.06.2026 09:00,electronics,1,refund_req_300819,"674,91",approve,missing_accessory
"390,69",agent_009,buyer_0551,0,80,purchase_100357,30.05.2026 04:01,fashion,,refund_req_300357,"254,43",REJECT,wrong_size
"179,21",agent_022,buyer_0339,0,70,purchase_100026,09.05.2026 02:55, clothing ,,refund_req_300026,"50,36", reject ,item_not_as_described
"971,71",agent_902,buyer_9906,1,8,purchase_104929,17.06.2026 03:52,electronics,0,refund_req_304929,"857,33",approve,not_working
"532,75",agent_017,buyer_0216,0,46,purchase_100925,18.05.2026 19:18,electronics,0,refund_req_300925,"160,91",approve,damaged_item
"163,30",agent_023,buyer_0376,0,92,purchase_102556,09.06.2026 22:11,fashion,0,refund_req_302556,"96,43",  reject  ,wrong_size
"308,46",agent_028,buyer_0538,0,52,purchase_101001,20.04.2026 17:29,home,1,refund_req_301001,"137,86",reject,  damaged_item  
"448,16",agent_019,buyer_0583,0,70,purchase_101416,18.04.2026 08:53,sports,1,refund_req_301416,"219,57",approve,damaged_item
"1.105,46",agent_703,buyer_0222,1,10,purchase_104517,15.06.2026 05:33,home,0,refund_req_304517,"512,28",approve, item_not_as_described 
"1.287,01",agent_014,buyer_0109,0,52,purchase_102961,30.05.2026 09:44,appliances,0,refund_req_302961,"742,69",reject,
"431,11",agent_019,buyer_0541,0,,purchase_101461,01.06.2026 11:34,appliances,1,refund_req_301461,"334,70",approve,
"603,02",agent_030,buyer_0092,0,,purchase_100155,05.04.2026 21:33,electronics,1,refund_req_300155,"410,14",reject,damaged_item
"81,90",agent_019,buyer_0387,0,73,purchase_100960,13.05.2026 19:29,books,1,refund_req_300960,"33,54",approve,wrong_item_received
"26,88",agent_027,buyer_0149,0,54,purchase_101750,21.04.2026 17:37,sports,1,refund_req_301750,"21,59",approve,item_not_as_described
"2.279,77",agent_004,buyer_0277,0,81,purchase_100847,03.06.2026 09:03,luxury,0,refund_req_300847,"486,67",reject,damaged_item
"1.780,21",agent_802,buyer_8002,0,6,purchase_104694,11.06.2026 19:54,electronics,1,refund_req_304694,"1.283,16",approve,not_working
"2.293,49",agent_029,buyer_0365,0,29,purchase_103396,14.05.2026 02:50,luxury,1,refund_req_303396,"2.293,49",approve,item_not_as_described
"70,83",agent_015,buyer_0048,0,,purchase_100444,26.04.2026 14:34,books,1,refund_req_300444,"48,49",approve,changed_mind
"1.528,17",agent_703,buyer_0428,0,17,purchase_104466,24.04.2026 03:22,appliances,0,refund_req_304466,"1.449,78",approve,damaged_item
"170,67",agent_013,buyer_0582,0,105,purchase_101712,09.06.2026 03:42,clothing,1,refund_req_301712,"125,15",approve,changed_mind
"2.616,43",agent_902,buyer_9906,1,4,purchase_104865,15.05.2026 22:07,luxury,0,refund_req_304865,"2.483,81",approve,damaged_item
"1.773,38",agent_888,buyer_888,0,10,purchase_1037,13.06.2026 09:16,electronics,0,refund_req_3037,"1.161,28",approve,item_not_as_described
"1.018,30",agent_701,buyer_0476,0,25,purchase_104362,21.04.2026 08:56,books,1,refund_req_304362,"662,42",APPROVE,damaged_item
"119,96",agent_001,buyer_0583,0,47,purchase_100781,31.05.2026 22:02,clothing,1,refund_req_300781,"83,67",approve, item_not_as_described 
"2.099,10",agent_016,buyer_0525,0,,purchase_100663,16.06.2026 02:51,electronics,0,refund_req_300663,"1.600,67",approve,damaged_item
"154,54",agent_015,buyer_0598,0,105,purchase_102429,24.05.2026 16:46,beauty,1,refund_req_302429,"87,93",reject,allergic_reaction
"2.139,77",agent_011,buyer_0451,0,50,purchase_102566,08.04.2026 22:29,electronics,1,refund_req_302566,"1.754,97",approve,item_not_as_described
"227,05",agent_014,buyer_0421,0,,purchase_100989,03.04.2026 19:05,appliances,0,refund_req_300989,"78,50",reject,not_working
"75,37",agent_012,buyer_0051,1,67,purchase_101293,07.04.2026 21:52,books,1,refund_req_301293,"53,54",Approve,changed_mind
"1.424,20",agent_015,buyer_0142,1,107,purchase_100501,10.04.2026 21:08, luxury ,1,refund_req_300501,"1.016,04",approve,damaged_item
"41,98",agent_006,buyer_0094,0,58,purchase_101119,21.06.2026 02:04,clothing,1,refund_req_301119,"20,21",approve,item_not_as_described
"75,75",agent_027,buyer_0080,0,63,purchase_100233,09.04.2026 23:52,sports,1,refund_req_300233,"48,30",approve,item_not_as_described
"60,26",agent_029,buyer_0536,0,39,purchase_100637,11.06.2026 23:29,beauty,0,refund_req_300637,"45,25",approve,changed_mind
"27,38",agent_029,buyer_0125,0,75,purchase_100560,01.05.2026 18:09,books,0,refund_req_300560,"13,35",APPROVE,damaged_item
"1.608,19",agent_902,buyer_9904,1,4,purchase_104849,28.05.2026 22:50,  electronics  ,0,refund_req_304849,"1.452,35",approve,missing_accessory
"207,79",agent_008,buyer_0491,0,59,purchase_101450,16.05.2026 05:41,sports,0,refund_req_301450,"135,62",approve,item_not_as_described
"1.298,27",agent_024,buyer_0359,0,,purchase_103389,12.05.2026 17:55,fashion,1,refund_req_303389,"1.298,27",approve,
"38,03",agent_703,buyer_0043,0,11,purchase_104445,20.06.2026 08:41,books,0,refund_req_304445,"33,80",  approve  ,changed_mind
"516,30",agent_013,buyer_0370,0,44,purchase_102748,04.06.2026 05:44,luxury,1,refund_req_302748,"198,24",approve,damaged_item
"70,74",agent_102,buyer_0559,0,3,purchase_103695,29.05.2026 03:24,sports,1,refund_req_303695,"59,38",approve,item_not_as_described
"167,58",agent_101,buyer_0230,1,,purchase_103530,16.05.2026 05:28,beauty,0,refund_req_303530,"85,80",  approve  ,  damaged_item  
"1.467,64",agent_030,buyer_0556,0,40,purchase_101484,12.04.2026 11:57,appliances,1,refund_req_301484,"649,49",approve,damaged_item
"1.317,75",agent_025,buyer_0364,1,30,purchase_103896,16.06.2026 09:20,electronics,0,refund_req_303896,"989,75",approve,item_not_as_described
"150,27",agent_015,buyer_0053,0,111,purchase_101417,05.04.2026 05:31,beauty,,refund_req_301417,"82,85",approve,allergic_reaction
"1.180,47",agent_019,buyer_0070,0,75,purchase_100226,24.05.2026 22:27,electronics,0,refund_req_300226,"943,99",reject,missing_accessory
"1.766,84",agent_026,buyer_0180,1,27,purchase_103901,07.04.2026 22:08,appliances,0,refund_req_303901,"1.200,38",approve,missing_part
"1.961,29",agent_902,buyer_9904,1,7,purchase_104839,14.05.2026 01:08,electronics,,refund_req_304839,"2.044,11",approve,missing_accessory
"523,16",agent_008,buyer_0125,0,75,purchase_100131,10.06.2026 12:25,Fashion,1,refund_req_300131,"185,14",approve,item_not_as_described
"1.074,05",agent_901,buyer_9902,1,7,purchase_104944,11.05.2026 01:22,appliances,0,refund_req_304944,"974,46",approve,not_working
"1.212,99",agent_901,buyer_9901,1,4,purchase_104794,10.06.2026 13:57,electronics,0,refund_req_304794,"1.179,43",approve,missing_accessory
"17,28",agent_004,buyer_0080,0,90,purchase_100897,07.05.2026 12:53,books,1,refund_req_300897,"4,33",approve,changed_mind
"1.269,13",agent_703,buyer_0373,0,21,purchase_104346,11.05.2026 00:46,clothing,1,refund_req_304346,"1.255,42",approve,item_not_as_described
"219,85",agent_025,buyer_0571,1,41,purchase_102314,29.04.2026 18:35,clothing,0,refund_req_302314,"109,35",reject,wrong_size
"90,95",agent_002,buyer_0237,0,76,purchase_101644,14.05.2026 22:24,clothing,1,refund_req_301644,"74,33",approve,wrong_size
"1.264,07",agent_012,buyer_0020,1,21,purchase_103827,30.04.2026 02:43,appliances,0,refund_req_303827,"924,02",approve,not_working
"1.401,94",agent_019,buyer_0479,1,12,purchase_103151,15.06.2026 06:55,electronics,0,refund_req_303151,"1.249,40",approve,not_working
"1.461,31",agent_901,buyer_9903,1,1,purchase_104834,07.06.2026 17:16,appliances,0,refund_req_304834,"1.370,92",approve,missing_part
"1.463,89",agent_026,buyer_0466,0,80,purchase_100850,21.04.2026 01:51,appliances,1,refund_req_300850,"622,96",  approve  ,missing_part
"172,61",agent_011,buyer_0358,0,71,purchase_102947,13.06.2026 20:07,beauty,0,refund_req_302947,"137,05",  APPROVE  ,changed_mind
"988,39",agent_004,buyer_0494,0,39,purchase_100710,21.04.2026 19:08,luxury,0,refund_req_300710,"333,65",reject,item_not_as_described
"1.181,51",agent_023,buyer_0132,0,,purchase_103321,06.04.2026 19:47,fashion,1,refund_req_303321,"1.181,51",approve,item_not_as_described
"169,82",agent_019,buyer_0087,0,43,purchase_101973,03.06.2026 02:43,beauty,1,refund_req_301973,"61,58",Approve,allergic_reaction
"441,27",agent_003,buyer_0116,0,44,purchase_102692,16.04.2026 08:59,fashion,0,refund_req_302692,"369,76",reject,wrong_size
"419,51",agent_703,buyer_0140,0,11,purchase_104331,12.06.2026 02:34,sports,1,refund_req_304331,"239,09",approve,damaged_item
"592,76",agent_005,buyer_0206,0,50,purchase_100284,02.06.2026 19:21,home,1,refund_req_300284,"462,56",reject,item_not_as_described
"505,25",agent_701,buyer_0128,0,14,purchase_104497,10.05.2026 15:31,home,,refund_req_304497,"393,68",approve,missing_part
"598,62",agent_020,buyer_9002,0,70,purchase_104195,09.06.2026 08:35,home,0,refund_req_304195,"462,97",approve,item_not_as_described
"213,02",agent_027,buyer_0105,0,81,purchase_102396,16.06.2026 12:52,clothing,0,refund_req_302396,"127,85", approve ,changed_mind
"210,05",agent_013,buyer_0221,0,49,purchase_101072,10.06.2026 07:15,home,1,refund_req_301072,"137,20",approve,item_not_as_described
"1.702,82",agent_007,buyer_0567,0,76,purchase_100926,06.04.2026 13:21,appliances,0,refund_req_300926,"380,49", approve ,not_working
"174,80",agent_022,buyer_0389,0,85,purchase_100454,01.04.2026 13:00,clothing,1,refund_req_300454,"41,95",approve,
"150,85",agent_027,buyer_0343,0,55,purchase_101330,11.04.2026 18:00,beauty,0,refund_req_301330,"32,67",reject,allergic_reaction
"33,60",agent_702,buyer_0487,0,34,purchase_104423,13.04.2026 07:39,books,1,refund_req_304423,"25,25",approve,  changed_mind  
"1.186,63",agent_701,buyer_0011,0,12,purchase_104506,22.04.2026 15:52,fashion,1,refund_req_304506,"941,94",approve,item_not_as_described
"726,64",agent_102,buyer_0052,0,5,purchase_103783,18.05.2026 00:24, appliances ,,refund_req_303783,"449,25",approve,not_working
"1.846,23",agent_902,buyer_9904,1,3,purchase_104841,29.05.2026 18:26,electronics,0,refund_req_304841,"1.789,93",approve,not_working
"2.021,92",agent_004,buyer_9002,1,39,purchase_104243,26.04.2026 11:32,luxury,1,refund_req_304243,"1.388,33",approve,item_not_as_described
"20,43",agent_030,buyer_0421,0,,purchase_101610,31.05.2026 06:48,books,0,refund_req_301610,"8,31", reject ,damaged_item
"1.965,82",agent_901,buyer_9901,1,,purchase_104896,04.04.2026 00:24,electronics,0,refund_req_304896,"1.726,05",approve, damaged_item 
"1.622,66",agent_020,buyer_0169,0,51,purchase_100222,13.04.2026 12:46,electronics,1,refund_req_300222,"986,99",approve,item_not_as_described
"247,04",agent_003,buyer_9004,0,34,purchase_104253,19.04.2026 16:21,home,1,refund_req_304253,"173,41",approve,damaged_item
"1.740,12",agent_029,buyer_0281,1,19,purchase_103842,15.06.2026 18:48,electronics,0,refund_req_303842,"1.445,89",approve,item_not_as_described
"2.729,26",agent_020,buyer_0458,0,42,purchase_103187,19.05.2026 20:17,luxury,0,refund_req_303187,"1.646,22",approve,damaged_item
"938,31",agent_024,buyer_0411,1,38,purchase_103022,06.05.2026 00:12,electronics,0,refund_req_303022,"662,44",approve,missing_accessory
"368,10",agent_024,buyer_0188,0,58,purchase_100908,29.05.2026 20:56,home,1,refund_req_300908,"269,84",approve,damaged_item
"1.591,06",agent_024,buyer_0220,0,73,purchase_101020,03.04.2026 12:47,luxury,0,refund_req_301020,"794,77",approve,
"1.835,76",agent_902,buyer_9904,1,6,purchase_104831,17.05.2026 23:14,electronics,0,refund_req_304831,"1.630,34",approve,missing_accessory
"121,90",agent_017,buyer_0201,0,68,purchase_102726,08.05.2026 07:33,sports,0,refund_req_302726,"65,39",REJECT,
"1.501,57",agent_026,buyer_0332,0,48,purchase_101233,01.04.2026 13:36,appliances,0,refund_req_301233,"1.027,72",reject,missing_part
"306,94",agent_802,buyer_8002,1,22,purchase_104733,08.05.2026 14:13,fashion,1,refund_req_304733,"249,66",approve,wrong_size
"399,98",agent_006,buyer_0233,0,65,purchase_101757,30.05.2026 23:59,  luxury  ,0,refund_req_301757,"156,86",approve,changed_mind
"94,27",agent_002,buyer_0506,0,51,purchase_101495,13.04.2026 23:47,clothing,1,refund_req_301495,"20,54",reject,wrong_size
"137,85",agent_026,buyer_0028,0,74,purchase_100146,01.06.2026 13:49,sports,0,refund_req_300146,"86,31",reject,wrong_size
"57,63",agent_102,buyer_0563,0,4,purchase_103555,21.05.2026 06:58,beauty,1,refund_req_303555,"54,93",approve,
"979,50",agent_015,buyer_0299,1,27,purchase_103082,02.05.2026 22:19,electronics,0,refund_req_303082,"867,17",approve,missing_accessory
"1.373,82",agent_013,buyer_0206,0,75,purchase_100355,15.05.2026 17:26,appliances,1,refund_req_300355,"336,04",approve,missing_part
"196,75",agent_030,buyer_0280,0,47,purchase_100076,30.05.2026 10:34,fashion,0,refund_req_300076,"144,82",approve,item_not_as_described
"1.385,66",agent_024,buyer_0275,0,37,purchase_101815,14.06.2026 15:31,LUXURY,1,refund_req_301815,"528,00",approve,item_not_as_described
"1.402,99",agent_024,buyer_0463,0,35,purchase_102316,10.05.2026 02:31,appliances,0,refund_req_302316,"736,45",reject,damaged_item
"1.639,28",agent_022,buyer_0123,0,12,purchase_103109,29.04.2026 15:04,electronics,0,refund_req_303109,"1.196,14",APPROVE,item_not_as_described
"1.833,49",agent_010,buyer_0541,1,42,purchase_101738,26.04.2026 13:34,electronics,0,refund_req_301738,"652,39",approve,item_not_as_described
"365,54",agent_025,buyer_0077,0,83,purchase_102700,20.05.2026 16:32,home,0,refund_req_302700,"76,14",approve,missing_part
"41,04",agent_803,buyer_8003,0,19,purchase_104704,16.05.2026 02:47,fashion,0,refund_req_304704,"31,01",approve,changed_mind
"1.382,41",agent_028,buyer_0309,0,38,purchase_100224,02.05.2026 01:03,electronics,0,refund_req_300224,"445,99",approve,damaged_item
"2.102,69",agent_005,buyer_0157,0,68,purchase_102401,28.04.2026 23:21,luxury,1,refund_req_302401,"1.066,19",approve,
"965,42",agent_008,buyer_0007,1,31,purchase_103951,06.05.2026 22:18,appliances,0,refund_req_303951,"780,25",approve,damaged_item
"937,07",agent_015,buyer_0342,0,58,purchase_101786,03.06.2026 21:42,electronics,0,refund_req_301786,"740,27",approve,not_working
"411,26",agent_023,buyer_0591,0,50,purchase_102831,13.04.2026 14:30,sports,0,refund_req_302831,"166,02",reject,item_not_as_described
"1.806,44",agent_030,buyer_0593,0,19,purchase_103093,14.06.2026 17:37,electronics,0,refund_req_303093,"1.611,97",approve,item_not_as_described
"1.584,11",agent_019,buyer_0320,0,50,purchase_101437,18.06.2026 12:36,appliances,0,refund_req_301437,"653,86",approve,missing_part
"193,27",agent_011,buyer_0205,0,70,purchase_100550,25.04.2026 03:41,fashion,1,refund_req_300550,"103,40",approve,wrong_size
"357,84",agent_010,buyer_0473,0,65,purchase_102588,29.04.2026 02:48,sports,1,refund_req_302588,"233,71",approve,damaged_item
"1.205,98",agent_020,buyer_0184,0,,purchase_101831,01.05.2026 03:09,appliances,1,refund_req_301831,"663,40",approve,missing_part
"88,97",agent_101,buyer_0509,0,4,purchase_103550,12.05.2026 03:37,beauty,,refund_req_303550,"82,95",approve,allergic_reaction
"210,78",agent_005,buyer_0100,0,,purchase_100143,04.06.2026 09:22,clothing,0,refund_req_300143,"88,61",reject,wrong_size
"363,64",agent_020,buyer_0156,0,107,purchase_101046,22.04.2026 20:46,fashion,1,refund_req_301046,"83,84",APPROVE,item_not_as_described
"948,76",agent_016,buyer_0173,1,18,purchase_103211,02.06.2026 16:33,appliances,0,refund_req_303211,"841,00",approve,damaged_item
"123,04",agent_025,buyer_0031,0,,purchase_100230,05.06.2026 20:17,clothing,0,refund_req_300230,"66,50",approve,item_not_as_described
"593,56",agent_101,buyer_0071,0,1,purchase_103800,20.05.2026 16:26,fashion,1,refund_req_303800,"399,59",approve,changed_mind
"45,78",agent_029,buyer_0485,0,61,purchase_102503,25.05.2026 18:58,books,,refund_req_302503,"29,77",approve,changed_mind
"99,38",agent_003,buyer_0295,0,61,purchase_101801,06.04.2026 12:35,sports,1,refund_req_301801,"20,62",approve,damaged_item
"2.913,03",agent_030,buyer_0428,0,21,purchase_103180,21.06.2026 00:01,luxury,0,refund_req_303180,"2.003,66",approve,damaged_item
"29,51",agent_011,buyer_0202,0,62,purchase_100204,15.06.2026 11:53,books,1,refund_req_300204,"22,45",approve,changed_mind
"1.611,46",agent_001,buyer_0461,0,39,purchase_102688,08.06.2026 12:20,electronics,0,refund_req_302688,"492,04",reject,not_working
"582,74",agent_021,buyer_0046,0,79,purchase_101928,18.06.2026 08:35,home,0,refund_req_301928,"250,55",approve,damaged_item
"115,41",agent_024,buyer_0157,0,35,purchase_101155,13.06.2026 09:30,clothing,1,refund_req_301155,"51,40",approve,changed_mind
"1.553,62",agent_103,buyer_0005,0,25,purchase_103132,15.06.2026 23:56,electronics,0,refund_req_303132,"1.024,20",approve,not_working
"285,98",agent_010,buyer_0047,0,50,purchase_102509,04.05.2026 20:45,home,1,refund_req_302509,"106,56",approve,item_not_as_described
"2.518,80",agent_102,buyer_0377,1,44,purchase_103447,22.05.2026 18:37,luxury,1,refund_req_303447,"2.518,80",approve,changed_mind
"32,08",agent_017,buyer_9005,0,28,purchase_104206,12.05.2026 16:29,beauty,,refund_req_304206,"30,07",approve,changed_mind
"1.379,18",agent_027,buyer_0262,1,27,purchase_103903,07.05.2026 22:39,electronics,0,refund_req_303903,"964,31",approve,item_not_as_described
"447,26",agent_003,buyer_0477,0,56,purchase_101589,07.04.2026 13:34,sports,1,refund_req_301589,"177,28",reject,wrong_size
"1.888,94",agent_017,buyer_0546,1,10,purchase_103937,13.04.2026 23:34,luxury,1,refund_req_303937,"1.763,29",  approve  ,damaged_item
"1.996,33",agent_102,buyer_9007,0,18,purchase_104256,20.04.2026 03:09,electronics,0,refund_req_304256,"1.214,76",approve,  not_working  
"260,49",agent_102,buyer_0515,0,3,purchase_103591,02.04.2026 17:19,appliances,1,refund_req_303591,"172,88",approve,damaged_item
"1.313,22",agent_020,buyer_0309,0,51,purchase_101549,03.06.2026 13:36,electronics,1,refund_req_301549,"938,49",reject,item_not_as_described
"1.010,35",agent_018,buyer_0368,0,41,purchase_100082,07.04.2026 19:23,books,0,refund_req_300082,"837,92",reject,wrong_item_received
"126,59",agent_028,buyer_0084,1,58,purchase_101196,28.04.2026 06:58, clothing ,0,refund_req_301196,"37,69",reject,changed_mind
"47,92",agent_009,buyer_0139,0,,purchase_100855,26.05.2026 11:16,beauty,0,refund_req_300855,"19,08",approve,damaged_item
"1.423,65",agent_024,buyer_0064,0,16,purchase_103130,21.05.2026 19:15,electronics,0,refund_req_303130,"1.080,79",  approve  ,item_not_as_described
"1.411,42",agent_003,buyer_0461,0,12,purchase_103028,01.06.2026 23:55,appliances,0,refund_req_303028,"1.237,18",approve,
"1.436,92",agent_901,buyer_9902,1,2,purchase_104786,29.05.2026 23:37,electronics,0,refund_req_304786,"1.426,91",approve,item_not_as_described
"162,39",agent_025,buyer_0589,0,35,purchase_101026,13.04.2026 08:53,beauty,1,refund_req_301026,"107,94",approve,allergic_reaction
"2.810,63",agent_001,buyer_0339,0,38,purchase_103428,04.06.2026 15:08,  luxury  ,1,refund_req_303428,"2.810,63",approve,item_not_as_described
"548,95",agent_005,buyer_0591,0,81,purchase_101379,14.06.2026 10:34,home,1,refund_req_301379,"186,18",approve,
"585,04",agent_002,buyer_204,0,86,purchase_1005,01.06.2026 10:23,home,1,refund_req_3005,"374,10",approve,item_not_as_described
"1.437,39",agent_701,buyer_0132,0,21,purchase_104521,14.04.2026 21:46,appliances,0,refund_req_304521,"649,56",approve,
"1.497,86",agent_002,buyer_0173,0,68,purchase_100244,24.04.2026 17:23,luxury,1,refund_req_300244,"1.004,88",approve,changed_mind
"1.271,45",agent_703,buyer_0534,0,30,purchase_104337,05.04.2026 02:34,beauty,0,refund_req_304337,"860,50",approve,allergic_reaction
"274,03",agent_803,buyer_8003,0,6,purchase_104647,06.06.2026 09:41,fashion,1,refund_req_304647,"168,39",approve,  changed_mind  
"157,84",agent_023,buyer_0116,0,41,purchase_101751,02.04.2026 18:17,beauty,0,refund_req_301751,"90,86",approve,changed_mind
"1.469,99",agent_011,buyer_0549,0,64,purchase_102517,20.06.2026 01:11,luxury,0,refund_req_302517,"1.058,98",approve,changed_mind
"98,07",agent_102,buyer_0498,0,5,purchase_103640,19.04.2026 14:52,beauty,1,refund_req_303640,"66,54",approve,allergic_reaction
"46,49",agent_702,buyer_0268,0,33,purchase_104381,26.04.2026 14:58,books,1,refund_req_304381,"38,23",approve,wrong_item_received
